parameter,value,text,entities,regex_extracted
BMI,24.4,BMI 24.4,"[('BMI', 'ORG'), ('24.4', 'CARDINAL')]","[('BMI', '24.4')]"
BMI,34.1,BMI 34.1,"[('BMI', 'ORG'), ('34.1', 'CARDINAL')]","[('BMI', '34.1')]"
BMI,26.9,BMI 26.9,"[('26.9', 'CARDINAL')]","[('BMI', '26.9')]"
BMI,15.2,BMI 15.2,"[('BMI', 'ORG'), ('15.2', 'CARDINAL')]","[('BMI', '15.2')]"
BMI,30.7,BMI 30.7,"[('BMI', 'ORG'), ('30.7', 'CARDINAL')]","[('BMI', '30.7')]"
BMI,42.6,BMI 42.6,"[('BMI', 'ORG'), ('42.6', 'CARDINAL')]","[('BMI', '42.6')]"
BMI,39.4,BMI 39.4,"[('BMI', 'ORG'), ('39.4', 'CARDINAL')]","[('BMI', '39.4')]"
BMI,39.8,BMI 39.8,"[('BMI', 'ORG'), ('39.8', 'CARDINAL')]","[('BMI', '39.8')]"
BMI,38.9,BMI 38.9,"[('BMI', 'ORG'), ('38.9', 'CARDINAL')]","[('BMI', '38.9')]"
BMI,24.7,BMI 24.7,"[('BMI', 'ORG'), ('24.7', 'CARDINAL')]","[('BMI', '24.7')]"
BMI,38.0,BMI 38.0,"[('BMI', 'ORG'), ('38.0', 'CARDINAL')]","[('BMI', '38.0')]"
BMI,19.3,BMI 19.3,"[('BMI', 'ORG'), ('19.3', 'CARDINAL')]","[('BMI', '19.3')]"
BMI,34.7,BMI 34.7,"[('BMI', 'ORG'), ('34.7', 'CARDINAL')]","[('BMI', '34.7')]"
BMI,34.2,BMI 34.2,"[('BMI', 'ORG'), ('34.2', 'CARDINAL')]","[('BMI', '34.2')]"
BMI,15.8,BMI 15.8,"[('BMI', 'ORG'), ('15.8', 'CARDINAL')]","[('BMI', '15.8')]"
BMI,38.6,BMI 38.6,"[('BMI', 'ORG'), ('38.6', 'CARDINAL')]","[('BMI', '38.6')]"
BMI,42.1,BMI 42.1,"[('BMI', 'ORG'), ('42.1', 'CARDINAL')]","[('BMI', '42.1')]"
BMI,23.0,BMI 23.0,"[('23.0', 'CARDINAL')]","[('BMI', '23.0')]"
BMI,39.4,BMI 39.4,"[('BMI', 'ORG'), ('39.4', 'CARDINAL')]","[('BMI', '39.4')]"
BMI,17.5,BMI 17.5,"[('BMI', 'ORG'), ('17.5', 'CARDINAL')]","[('BMI', '17.5')]"
BMI,33.0,BMI 33.0,"[('BMI', 'ORG'), ('33.0', 'CARDINAL')]","[('BMI', '33.0')]"
BMI,29.6,BMI 29.6,"[('BMI', 'ORG'), ('29.6', 'CARDINAL')]","[('BMI', '29.6')]"
BMI,31.4,BMI 31.4,"[('BMI', 'ORG'), ('31.4', 'CARDINAL')]","[('BMI', '31.4')]"
BMI,42.8,BMI 42.8,"[('BMI', 'ORG'), ('42.8', 'CARDINAL')]","[('BMI', '42.8')]"
BMI,41.1,BMI 41.1,"[('BMI', 'ORG'), ('41.1', 'CARDINAL')]","[('BMI', '41.1')]"
BMI,38.6,BMI 38.6,"[('BMI', 'ORG'), ('38.6', 'CARDINAL')]","[('BMI', '38.6')]"
BMI,23.2,BMI 23.2,"[('BMI', 'ORG'), ('23.2', 'CARDINAL')]","[('BMI', '23.2')]"
BMI,42.4,BMI 42.4,"[('BMI', 'ORG'), ('42.4', 'CARDINAL')]","[('BMI', '42.4')]"
BMI,17.9,BMI 17.9,"[('17.9', 'CARDINAL')]","[('BMI', '17.9')]"
BMI,40.6,BMI 40.6,"[('BMI', 'ORG'), ('40.6', 'CARDINAL')]","[('BMI', '40.6')]"
BMI,24.8,BMI 24.8,"[('BMI', 'ORG'), ('24.8', 'CARDINAL')]","[('BMI', '24.8')]"
BMI,16.6,BMI 16.6,"[('BMI', 'ORG'), ('16.6', 'CARDINAL')]","[('BMI', '16.6')]"
BMI,35.1,BMI 35.1,"[('BMI', 'ORG'), ('35.1', 'CARDINAL')]","[('BMI', '35.1')]"
BMI,21.9,BMI 21.9,"[('BMI', 'ORG'), ('21.9', 'CARDINAL')]","[('BMI', '21.9')]"
BMI,22.3,BMI 22.3,"[('BMI', 'ORG'), ('22.3', 'CARDINAL')]","[('BMI', '22.3')]"
BMI,24.2,BMI 24.2,"[('BMI', 'ORG'), ('24.2', 'CARDINAL')]","[('BMI', '24.2')]"
BMI,16.9,BMI 16.9,"[('BMI', 'ORG'), ('16.9', 'CARDINAL')]","[('BMI', '16.9')]"
BMI,20.3,BMI 20.3,"[('BMI', 'ORG'), ('20.3', 'CARDINAL')]","[('BMI', '20.3')]"
BMI,15.2,BMI 15.2,"[('BMI', 'ORG'), ('15.2', 'CARDINAL')]","[('BMI', '15.2')]"
BMI,28.4,BMI 28.4,"[('BMI', 'ORG'), ('28.4', 'CARDINAL')]","[('BMI', '28.4')]"
BMI,17.5,BMI 17.5,"[('BMI', 'ORG'), ('17.5', 'CARDINAL')]","[('BMI', '17.5')]"
BMI,35.5,BMI 35.5,"[('BMI', 'ORG'), ('35.5', 'CARDINAL')]","[('BMI', '35.5')]"
BMI,22.1,BMI 22.1,"[('BMI', 'ORG'), ('22.1', 'CARDINAL')]","[('BMI', '22.1')]"
BMI,43.3,BMI 43.3,"[('BMI', 'ORG'), ('43.3', 'CARDINAL')]","[('BMI', '43.3')]"
BMI,41.1,BMI 41.1,"[('BMI', 'ORG'), ('41.1', 'CARDINAL')]","[('BMI', '41.1')]"
BMI,23.7,BMI 23.7,"[('BMI', 'ORG'), ('23.7', 'CARDINAL')]","[('BMI', '23.7')]"
BMI,38.5,BMI 38.5,"[('BMI', 'ORG'), ('38.5', 'CARDINAL')]","[('BMI', '38.5')]"
BMI,39.1,BMI 39.1,"[('BMI', 'ORG'), ('39.1', 'CARDINAL')]","[('BMI', '39.1')]"
BMI,44.6,BMI 44.6,"[('BMI', 'ORG')]","[('BMI', '44.6')]"
BMI,32.9,BMI 32.9,"[('32.9', 'CARDINAL')]","[('BMI', '32.9')]"
BMI,17.5,BMI 17.5,"[('BMI', 'ORG'), ('17.5', 'CARDINAL')]","[('BMI', '17.5')]"
BMI,34.4,BMI 34.4,"[('BMI', 'ORG'), ('34.4', 'CARDINAL')]","[('BMI', '34.4')]"
BMI,33.7,BMI 33.7,"[('BMI', 'ORG'), ('33.7', 'CARDINAL')]","[('BMI', '33.7')]"
BMI,34.2,BMI 34.2,"[('BMI', 'ORG'), ('34.2', 'CARDINAL')]","[('BMI', '34.2')]"
BMI,24.2,BMI 24.2,"[('BMI', 'ORG'), ('24.2', 'CARDINAL')]","[('BMI', '24.2')]"
BMI,40.8,BMI 40.8,"[('BMI', 'ORG'), ('40.8', 'CARDINAL')]","[('BMI', '40.8')]"
BMI,43.8,BMI 43.8,"[('BMI', 'ORG')]","[('BMI', '43.8')]"
BMI,21.5,BMI 21.5,"[('BMI', 'ORG'), ('21.5', 'CARDINAL')]","[('BMI', '21.5')]"
BMI,17.6,BMI 17.6,"[('BMI', 'ORG'), ('17.6', 'CARDINAL')]","[('BMI', '17.6')]"
BMI,20.8,BMI 20.8,"[('20.8', 'CARDINAL')]","[('BMI', '20.8')]"
BMI,39.6,BMI 39.6,"[('BMI', 'ORG'), ('39.6', 'CARDINAL')]","[('BMI', '39.6')]"
BMI,35.3,BMI 35.3,"[('BMI', 'ORG'), ('35.3', 'CARDINAL')]","[('BMI', '35.3')]"
BMI,34.1,BMI 34.1,"[('BMI', 'ORG'), ('34.1', 'CARDINAL')]","[('BMI', '34.1')]"
BMI,27.1,BMI 27.1,"[('BMI', 'ORG'), ('27.1', 'CARDINAL')]","[('BMI', '27.1')]"
BMI,32.3,BMI 32.3,"[('BMI', 'ORG'), ('32.3', 'CARDINAL')]","[('BMI', '32.3')]"
BMI,24.2,BMI 24.2,"[('BMI', 'ORG'), ('24.2', 'CARDINAL')]","[('BMI', '24.2')]"
BMI,29.3,BMI 29.3,"[('BMI', 'ORG'), ('29.3', 'CARDINAL')]","[('BMI', '29.3')]"
BMI,38.8,BMI 38.8,"[('BMI', 'ORG'), ('38.8', 'CARDINAL')]","[('BMI', '38.8')]"
BMI,44.4,BMI 44.4,"[('BMI', 'ORG'), ('44.4', 'CARDINAL')]","[('BMI', '44.4')]"
BMI,43.0,BMI 43.0,"[('BMI', 'ORG'), ('43.0', 'CARDINAL')]","[('BMI', '43.0')]"
BMI,43.0,BMI 43.0,"[('BMI', 'ORG'), ('43.0', 'CARDINAL')]","[('BMI', '43.0')]"
BMI,27.1,BMI 27.1,"[('BMI', 'ORG'), ('27.1', 'CARDINAL')]","[('BMI', '27.1')]"
BMI,29.1,BMI 29.1,"[('BMI', 'ORG'), ('29.1', 'CARDINAL')]","[('BMI', '29.1')]"
BMI,36.2,BMI 36.2,"[('BMI', 'ORG'), ('36.2', 'CARDINAL')]","[('BMI', '36.2')]"
BMI,42.7,BMI 42.7,"[('BMI', 'ORG'), ('42.7', 'CARDINAL')]","[('BMI', '42.7')]"
BMI,19.3,BMI 19.3,"[('BMI', 'ORG'), ('19.3', 'CARDINAL')]","[('BMI', '19.3')]"
BMI,24.1,BMI 24.1,"[('BMI', 'ORG'), ('24.1', 'CARDINAL')]","[('BMI', '24.1')]"
BMI,19.2,BMI 19.2,"[('BMI', 'ORG'), ('19.2', 'CARDINAL')]","[('BMI', '19.2')]"
BMI,33.4,BMI 33.4,"[('33.4', 'CARDINAL')]","[('BMI', '33.4')]"
BMI,24.2,BMI 24.2,"[('BMI', 'ORG'), ('24.2', 'CARDINAL')]","[('BMI', '24.2')]"
BMI,24.8,BMI 24.8,"[('BMI', 'ORG'), ('24.8', 'CARDINAL')]","[('BMI', '24.8')]"
BMI,17.1,BMI 17.1,"[('BMI', 'ORG'), ('17.1', 'CARDINAL')]","[('BMI', '17.1')]"
BMI,25.5,BMI 25.5,"[('BMI', 'ORG'), ('25.5', 'CARDINAL')]","[('BMI', '25.5')]"
BMI,40.9,BMI 40.9,"[('BMI', 'ORG'), ('40.9', 'CARDINAL')]","[('BMI', '40.9')]"
BMI,22.0,BMI 22.0,"[('BMI', 'ORG'), ('22.0', 'CARDINAL')]","[('BMI', '22.0')]"
BMI,35.9,BMI 35.9,"[('BMI', 'ORG'), ('35.9', 'CARDINAL')]","[('BMI', '35.9')]"
BMI,33.9,BMI 33.9,"[('BMI', 'ORG'), ('33.9', 'CARDINAL')]","[('BMI', '33.9')]"
BMI,40.9,BMI 40.9,"[('BMI', 'ORG'), ('40.9', 'CARDINAL')]","[('BMI', '40.9')]"
BMI,19.0,BMI 19.0,"[('BMI', 'ORG'), ('19.0', 'CARDINAL')]","[('BMI', '19.0')]"
BMI,44.3,BMI 44.3,"[('BMI', 'ORG'), ('44.3', 'CARDINAL')]","[('BMI', '44.3')]"
BMI,32.5,BMI 32.5,"[('BMI', 'ORG'), ('32.5', 'CARDINAL')]","[('BMI', '32.5')]"
BMI,44.9,BMI 44.9,"[('BMI', 'ORG'), ('44.9', 'CARDINAL')]","[('BMI', '44.9')]"
BMI,42.3,BMI 42.3,"[('BMI', 'ORG')]","[('BMI', '42.3')]"
BMI,21.6,BMI 21.6,"[('BMI', 'ORG'), ('21.6', 'CARDINAL')]","[('BMI', '21.6')]"
BMI,16.7,BMI 16.7,"[('BMI', 'ORG'), ('16.7', 'CARDINAL')]","[('BMI', '16.7')]"
BMI,22.7,BMI 22.7,"[('BMI', 'ORG'), ('22.7', 'CARDINAL')]","[('BMI', '22.7')]"
BMI,30.8,BMI 30.8,"[('BMI', 'ORG'), ('30.8', 'CARDINAL')]","[('BMI', '30.8')]"
BMI,20.1,BMI 20.1,"[('BMI', 'ORG'), ('20.1', 'CARDINAL')]","[('BMI', '20.1')]"
BMI,20.0,BMI 20.0,"[('BMI', 'ORG'), ('20.0', 'CARDINAL')]","[('BMI', '20.0')]"
BMI,28.9,BMI 28.9,"[('BMI', 'ORG'), ('28.9', 'CARDINAL')]","[('BMI', '28.9')]"
BMI,16.0,BMI 16.0,"[('BMI', 'ORG'), ('16.0', 'CARDINAL')]","[('BMI', '16.0')]"
BMI,18.7,BMI 18.7,"[('BMI', 'ORG'), ('18.7', 'CARDINAL')]","[('BMI', '18.7')]"
BMI,27.5,BMI 27.5,"[('BMI', 'ORG'), ('27.5', 'CARDINAL')]","[('BMI', '27.5')]"
BMI,16.9,BMI 16.9,"[('BMI', 'ORG'), ('16.9', 'CARDINAL')]","[('BMI', '16.9')]"
BMI,26.9,BMI 26.9,"[('26.9', 'CARDINAL')]","[('BMI', '26.9')]"
BMI,29.2,BMI 29.2,"[('BMI', 'ORG'), ('29.2', 'CARDINAL')]","[('BMI', '29.2')]"
BMI,28.5,BMI 28.5,"[('BMI', 'ORG'), ('28.5', 'CARDINAL')]","[('BMI', '28.5')]"
BMI,41.1,BMI 41.1,"[('BMI', 'ORG'), ('41.1', 'CARDINAL')]","[('BMI', '41.1')]"
BMI,30.9,BMI 30.9,"[('BMI', 'ORG'), ('30.9', 'CARDINAL')]","[('BMI', '30.9')]"
BMI,29.0,BMI 29.0,"[('29.0', 'CARDINAL')]","[('BMI', '29.0')]"
BMI,27.3,BMI 27.3,"[('BMI', 'ORG'), ('27.3', 'CARDINAL')]","[('BMI', '27.3')]"
BMI,39.5,BMI 39.5,"[('BMI', 'ORG'), ('39.5', 'CARDINAL')]","[('BMI', '39.5')]"
BMI,41.9,BMI 41.9,"[('BMI', 'ORG'), ('41.9', 'CARDINAL')]","[('BMI', '41.9')]"
BMI,40.6,BMI 40.6,"[('BMI', 'ORG'), ('40.6', 'CARDINAL')]","[('BMI', '40.6')]"
BMI,35.2,BMI 35.2,"[('BMI', 'ORG'), ('35.2', 'CARDINAL')]","[('BMI', '35.2')]"
BMI,19.1,BMI 19.1,"[('BMI', 'ORG'), ('19.1', 'CARDINAL')]","[('BMI', '19.1')]"
BMI,23.3,BMI 23.3,"[('BMI', 'ORG'), ('23.3', 'CARDINAL')]","[('BMI', '23.3')]"
BMI,16.4,BMI 16.4,"[('BMI', 'ORG'), ('16.4', 'CARDINAL')]","[('BMI', '16.4')]"
BMI,42.9,BMI 42.9,"[('BMI', 'ORG'), ('42.9', 'CARDINAL')]","[('BMI', '42.9')]"
BMI,34.8,BMI 34.8,"[('BMI', 'ORG'), ('34.8', 'CARDINAL')]","[('BMI', '34.8')]"
BMI,37.4,BMI 37.4,"[('BMI', 'ORG'), ('37.4', 'CARDINAL')]","[('BMI', '37.4')]"
BMI,24.3,BMI 24.3,"[('BMI', 'ORG'), ('24.3', 'CARDINAL')]","[('BMI', '24.3')]"
BMI,40.4,BMI 40.4,"[('BMI', 'ORG'), ('40.4', 'CARDINAL')]","[('BMI', '40.4')]"
BMI,22.8,BMI 22.8,"[('BMI', 'ORG'), ('22.8', 'CARDINAL')]","[('BMI', '22.8')]"
BMI,15.0,BMI 15.0,"[('BMI', 'ORG'), ('15.0', 'CARDINAL')]","[('BMI', '15.0')]"
BMI,26.3,BMI 26.3,"[('BMI', 'ORG'), ('26.3', 'CARDINAL')]","[('BMI', '26.3')]"
BMI,32.1,BMI 32.1,"[('BMI', 'ORG'), ('32.1', 'CARDINAL')]","[('BMI', '32.1')]"
BMI,29.4,BMI 29.4,"[('BMI', 'ORG'), ('29.4', 'CARDINAL')]","[('BMI', '29.4')]"
BMI,40.9,BMI 40.9,"[('BMI', 'ORG'), ('40.9', 'CARDINAL')]","[('BMI', '40.9')]"
BMI,18.2,BMI 18.2,"[('18.2', 'CARDINAL')]","[('BMI', '18.2')]"
BMI,31.6,BMI 31.6,"[('BMI 31.6', 'ORG')]","[('BMI', '31.6')]"
BMI,30.4,BMI 30.4,"[('BMI', 'ORG'), ('30.4', 'CARDINAL')]","[('BMI', '30.4')]"
BMI,23.4,BMI 23.4,"[('23.4', 'CARDINAL')]","[('BMI', '23.4')]"
BMI,39.7,BMI 39.7,"[('BMI', 'ORG'), ('39.7', 'CARDINAL')]","[('BMI', '39.7')]"
BMI,37.6,BMI 37.6,"[('BMI', 'ORG'), ('37.6', 'CARDINAL')]","[('BMI', '37.6')]"
BMI,37.0,BMI 37.0,"[('BMI', 'ORG'), ('37.0', 'CARDINAL')]","[('BMI', '37.0')]"
BMI,41.3,BMI 41.3,"[('BMI', 'ORG'), ('41.3', 'CARDINAL')]","[('BMI', '41.3')]"
BMI,36.7,BMI 36.7,"[('BMI', 'ORG'), ('36.7', 'CARDINAL')]","[('BMI', '36.7')]"
BMI,22.0,BMI 22.0,"[('BMI', 'ORG'), ('22.0', 'CARDINAL')]","[('BMI', '22.0')]"
BMI,36.2,BMI 36.2,"[('BMI', 'ORG'), ('36.2', 'CARDINAL')]","[('BMI', '36.2')]"
BMI,24.2,BMI 24.2,"[('BMI', 'ORG'), ('24.2', 'CARDINAL')]","[('BMI', '24.2')]"
BMI,22.3,BMI 22.3,"[('BMI', 'ORG'), ('22.3', 'CARDINAL')]","[('BMI', '22.3')]"
BMI,17.2,BMI 17.2,"[('BMI', 'ORG'), ('17.2', 'CARDINAL')]","[('BMI', '17.2')]"
BMI,37.3,BMI 37.3,"[('BMI', 'ORG'), ('37.3', 'CARDINAL')]","[('BMI', '37.3')]"
BMI,36.3,BMI 36.3,"[('BMI', 'ORG'), ('36.3', 'CARDINAL')]","[('BMI', '36.3')]"
BMI,22.0,BMI 22.0,"[('BMI', 'ORG'), ('22.0', 'CARDINAL')]","[('BMI', '22.0')]"
BMI,37.5,BMI 37.5,"[('BMI', 'ORG'), ('37.5', 'CARDINAL')]","[('BMI', '37.5')]"
BMI,42.5,BMI 42.5,"[('BMI', 'ORG'), ('42.5', 'CARDINAL')]","[('BMI', '42.5')]"
BMI,18.2,BMI 18.2,"[('18.2', 'CARDINAL')]","[('BMI', '18.2')]"
BMI,22.0,BMI 22.0,"[('BMI', 'ORG'), ('22.0', 'CARDINAL')]","[('BMI', '22.0')]"
BMI,37.5,BMI 37.5,"[('BMI', 'ORG'), ('37.5', 'CARDINAL')]","[('BMI', '37.5')]"
BMI,23.2,BMI 23.2,"[('BMI', 'ORG'), ('23.2', 'CARDINAL')]","[('BMI', '23.2')]"
BMI,33.7,BMI 33.7,"[('BMI', 'ORG'), ('33.7', 'CARDINAL')]","[('BMI', '33.7')]"
BMI,17.4,BMI 17.4,"[('BMI', 'ORG'), ('17.4', 'CARDINAL')]","[('BMI', '17.4')]"
BMI,28.6,BMI 28.6,"[('BMI', 'ORG'), ('28.6', 'CARDINAL')]","[('BMI', '28.6')]"
BMI,37.2,BMI 37.2,"[('BMI', 'ORG'), ('37.2', 'CARDINAL')]","[('BMI', '37.2')]"
BMI,35.6,BMI 35.6,"[('BMI', 'ORG'), ('35.6', 'CARDINAL')]","[('BMI', '35.6')]"
BMI,39.5,BMI 39.5,"[('BMI', 'ORG'), ('39.5', 'CARDINAL')]","[('BMI', '39.5')]"
BMI,41.3,BMI 41.3,"[('BMI', 'ORG'), ('41.3', 'CARDINAL')]","[('BMI', '41.3')]"
BMI,38.2,BMI 38.2,"[('BMI', 'ORG'), ('38.2', 'CARDINAL')]","[('BMI', '38.2')]"
BMI,35.1,BMI 35.1,"[('BMI', 'ORG'), ('35.1', 'CARDINAL')]","[('BMI', '35.1')]"
BMI,16.0,BMI 16.0,"[('BMI', 'ORG'), ('16.0', 'CARDINAL')]","[('BMI', '16.0')]"
BMI,31.0,BMI 31.0,"[('BMI', 'ORG'), ('31.0', 'CARDINAL')]","[('BMI', '31.0')]"
BMI,16.1,BMI 16.1,"[('BMI', 'ORG'), ('16.1', 'CARDINAL')]","[('BMI', '16.1')]"
BMI,39.2,BMI 39.2,"[('BMI', 'ORG'), ('39.2', 'CARDINAL')]","[('BMI', '39.2')]"
BMI,24.6,BMI 24.6,"[('BMI', 'ORG')]","[('BMI', '24.6')]"
BMI,31.9,BMI 31.9,"[('BMI', 'ORG'), ('31.9', 'CARDINAL')]","[('BMI', '31.9')]"
BMI,23.4,BMI 23.4,"[('23.4', 'CARDINAL')]","[('BMI', '23.4')]"
BMI,38.5,BMI 38.5,"[('BMI', 'ORG'), ('38.5', 'CARDINAL')]","[('BMI', '38.5')]"
BMI,41.6,BMI 41.6,"[('BMI', 'ORG'), ('41.6', 'CARDINAL')]","[('BMI', '41.6')]"
BMI,27.0,BMI 27.0,"[('BMI', 'ORG'), ('27.0', 'CARDINAL')]","[('BMI', '27.0')]"
BMI,40.9,BMI 40.9,"[('BMI', 'ORG'), ('40.9', 'CARDINAL')]","[('BMI', '40.9')]"
BMI,23.0,BMI 23.0,"[('23.0', 'CARDINAL')]","[('BMI', '23.0')]"
BMI,31.0,BMI 31.0,"[('BMI', 'ORG'), ('31.0', 'CARDINAL')]","[('BMI', '31.0')]"
BMI,40.8,BMI 40.8,"[('BMI', 'ORG'), ('40.8', 'CARDINAL')]","[('BMI', '40.8')]"
BMI,24.8,BMI 24.8,"[('BMI', 'ORG'), ('24.8', 'CARDINAL')]","[('BMI', '24.8')]"
BMI,43.6,BMI 43.6,"[('BMI', 'ORG'), ('43.6', 'CARDINAL')]","[('BMI', '43.6')]"
BMI,18.7,BMI 18.7,"[('BMI', 'ORG'), ('18.7', 'CARDINAL')]","[('BMI', '18.7')]"
BMI,15.5,BMI 15.5,"[('BMI', 'ORG'), ('15.5', 'CARDINAL')]","[('BMI', '15.5')]"
BMI,42.1,BMI 42.1,"[('BMI', 'ORG'), ('42.1', 'CARDINAL')]","[('BMI', '42.1')]"
BMI,17.1,BMI 17.1,"[('BMI', 'ORG'), ('17.1', 'CARDINAL')]","[('BMI', '17.1')]"
BMI,44.8,BMI 44.8,"[('BMI', 'ORG'), ('44.8', 'CARDINAL')]","[('BMI', '44.8')]"
BMI,43.5,BMI 43.5,"[('BMI', 'ORG'), ('43.5', 'CARDINAL')]","[('BMI', '43.5')]"
BMI,19.1,BMI 19.1,"[('BMI', 'ORG'), ('19.1', 'CARDINAL')]","[('BMI', '19.1')]"
BMI,31.1,BMI 31.1,"[('BMI', 'ORG'), ('31.1', 'CARDINAL')]","[('BMI', '31.1')]"
BMI,20.5,BMI 20.5,"[('20.5', 'CARDINAL')]","[('BMI', '20.5')]"
BMI,27.8,BMI 27.8,"[('BMI', 'ORG'), ('27.8', 'CARDINAL')]","[('BMI', '27.8')]"
BMI,16.8,BMI 16.8,"[('BMI', 'ORG'), ('16.8', 'CARDINAL')]","[('BMI', '16.8')]"
BMI,21.7,BMI 21.7,"[('BMI', 'ORG'), ('21.7', 'CARDINAL')]","[('BMI', '21.7')]"
BMI,25.9,BMI 25.9,"[('BMI', 'ORG'), ('25.9', 'CARDINAL')]","[('BMI', '25.9')]"
BMI,28.2,BMI 28.2,"[('BMI', 'ORG'), ('28.2', 'CARDINAL')]","[('BMI', '28.2')]"
BMI,44.3,BMI 44.3,"[('BMI', 'ORG'), ('44.3', 'CARDINAL')]","[('BMI', '44.3')]"
BMI,39.2,BMI 39.2,"[('BMI', 'ORG'), ('39.2', 'CARDINAL')]","[('BMI', '39.2')]"
BMI,37.1,BMI 37.1,"[('BMI', 'ORG'), ('37.1', 'CARDINAL')]","[('BMI', '37.1')]"
BMI,31.1,BMI 31.1,"[('BMI', 'ORG'), ('31.1', 'CARDINAL')]","[('BMI', '31.1')]"
BMI,40.2,BMI 40.2,"[('BMI', 'ORG')]","[('BMI', '40.2')]"
BMI,25.2,BMI 25.2,"[('BMI', 'ORG'), ('25.2', 'CARDINAL')]","[('BMI', '25.2')]"
BMI,36.3,BMI 36.3,"[('BMI', 'ORG'), ('36.3', 'CARDINAL')]","[('BMI', '36.3')]"
BMI,44.8,BMI 44.8,"[('BMI', 'ORG'), ('44.8', 'CARDINAL')]","[('BMI', '44.8')]"
BMI,24.4,BMI 24.4,"[('BMI', 'ORG'), ('24.4', 'CARDINAL')]","[('BMI', '24.4')]"
BMI,35.2,BMI 35.2,"[('BMI', 'ORG'), ('35.2', 'CARDINAL')]","[('BMI', '35.2')]"
BMI,40.3,BMI 40.3,"[('BMI', 'ORG'), ('40.3', 'CARDINAL')]","[('BMI', '40.3')]"
BMI,42.5,BMI 42.5,"[('BMI', 'ORG'), ('42.5', 'CARDINAL')]","[('BMI', '42.5')]"
BMI,36.5,BMI 36.5,"[('BMI', 'ORG'), ('36.5', 'CARDINAL')]","[('BMI', '36.5')]"
BMI,23.5,BMI 23.5,"[('23.5', 'CARDINAL')]","[('BMI', '23.5')]"
BMI,24.8,BMI 24.8,"[('BMI', 'ORG'), ('24.8', 'CARDINAL')]","[('BMI', '24.8')]"
BMI,15.6,BMI 15.6,"[('BMI', 'ORG'), ('15.6', 'CARDINAL')]","[('BMI', '15.6')]"
BMI,37.8,BMI 37.8,"[('BMI', 'ORG'), ('37.8', 'CARDINAL')]","[('BMI', '37.8')]"
BMI,16.3,BMI 16.3,"[('BMI', 'ORG'), ('16.3', 'CARDINAL')]","[('BMI', '16.3')]"
BMI,40.9,BMI 40.9,"[('BMI', 'ORG'), ('40.9', 'CARDINAL')]","[('BMI', '40.9')]"
BMI,18.6,BMI 18.6,"[('BMI', 'ORG'), ('18.6', 'CARDINAL')]","[('BMI', '18.6')]"
BMI,20.2,BMI 20.2,"[('BMI', 'ORG')]","[('BMI', '20.2')]"
BMI,29.3,BMI 29.3,"[('BMI', 'ORG'), ('29.3', 'CARDINAL')]","[('BMI', '29.3')]"
BMI,37.1,BMI 37.1,"[('BMI', 'ORG'), ('37.1', 'CARDINAL')]","[('BMI', '37.1')]"
BMI,19.2,BMI 19.2,"[('BMI', 'ORG'), ('19.2', 'CARDINAL')]","[('BMI', '19.2')]"
BMI,28.2,BMI 28.2,"[('BMI', 'ORG'), ('28.2', 'CARDINAL')]","[('BMI', '28.2')]"
BMI,29.5,BMI 29.5,"[('BMI', 'ORG'), ('29.5', 'CARDINAL')]","[('BMI', '29.5')]"
BMI,21.4,BMI 21.4,"[('BMI', 'ORG'), ('21.4', 'CARDINAL')]","[('BMI', '21.4')]"
BMI,18.5,BMI 18.5,"[('BMI', 'ORG'), ('18.5', 'CARDINAL')]","[('BMI', '18.5')]"
BMI,40.1,BMI 40.1,"[('BMI', 'ORG'), ('40.1', 'CARDINAL')]","[('BMI', '40.1')]"
BMI,30.1,BMI 30.1,"[('BMI', 'ORG'), ('30.1', 'CARDINAL')]","[('BMI', '30.1')]"
BMI,15.4,BMI 15.4,"[('BMI', 'ORG'), ('15.4', 'CARDINAL')]","[('BMI', '15.4')]"
BMI,39.1,BMI 39.1,"[('BMI', 'ORG'), ('39.1', 'CARDINAL')]","[('BMI', '39.1')]"
BMI,44.4,BMI 44.4,"[('BMI', 'ORG'), ('44.4', 'CARDINAL')]","[('BMI', '44.4')]"
BMI,33.2,BMI 33.2,"[('BMI', 'ORG'), ('33.2', 'CARDINAL')]","[('BMI', '33.2')]"
BMI,30.1,BMI 30.1,"[('BMI', 'ORG'), ('30.1', 'CARDINAL')]","[('BMI', '30.1')]"
BMI,41.4,BMI 41.4,"[('BMI', 'ORG'), ('41.4', 'CARDINAL')]","[('BMI', '41.4')]"
BMI,43.6,BMI 43.6,"[('BMI', 'ORG'), ('43.6', 'CARDINAL')]","[('BMI', '43.6')]"
BMI,37.6,BMI 37.6,"[('BMI', 'ORG'), ('37.6', 'CARDINAL')]","[('BMI', '37.6')]"
BMI,28.4,BMI 28.4,"[('BMI', 'ORG'), ('28.4', 'CARDINAL')]","[('BMI', '28.4')]"
BMI,32.8,BMI 32.8,"[('BMI', 'ORG'), ('32.8', 'CARDINAL')]","[('BMI', '32.8')]"
BMI,36.0,BMI 36.0,"[('BMI', 'ORG'), ('36.0', 'CARDINAL')]","[('BMI', '36.0')]"
BMI,20.8,BMI 20.8,"[('20.8', 'CARDINAL')]","[('BMI', '20.8')]"
BMI,28.4,BMI 28.4,"[('BMI', 'ORG'), ('28.4', 'CARDINAL')]","[('BMI', '28.4')]"
